,Time (sec),request_completion
0,7.731095129942723,1
1,7.781752808028201,2
2,8.425000936178131,3
3,8.930173307518354,4
4,11.597358653134496,5
5,13.855704670731736,6
6,18.458002419696648,7
7,18.656168847646263,8
8,19.58827799784059,9
9,19.704873939913877,10
10,20.142211744174862,11
11,21.550042799907057,12
12,21.647431260914534,13
13,22.047214945595034,14
14,24.14619894804018,15
15,25.875678973391295,16
16,26.218910294458627,17
17,28.04884801085299,18
18,31.314003895508346,19
19,31.32704383261688,20
20,34.60497555679793,21
21,37.00055543874467,22
22,37.83234561174166,23
23,38.1703181479162,24
24,44.1703181479162,25
25,44.99105600767837,26
26,45.18572131035828,27
27,45.389158680349546,28
28,49.150266163615825,29
29,51.00156509752785,30
30,54.293024976338366,31
31,56.9097058372309,32
32,58.44643068529124,33
33,64.44643068529125,34
34,65.39778005098921,35
35,67.00388554196235,36
36,70.54080751113501,37
37,72.4681999213887,38
38,76.55649118428352,39
39,78.300488898844,40
40,80.58605081926888,41
41,80.7223134916927,42
42,81.33817899849916,43
43,81.88040115483635,44
44,82.06664492561738,45
45,82.57670395253832,46
46,82.92133386719489,47
47,83.5913535627948,48
48,85.48935269595493,49
49,86.4131915704838,50
50,87.29288609291196,51
51,87.76308312581943,52
52,88.40991307912117,53
53,93.90254735479047,54
54,95.99099662420223,55
55,98.01969598552768,56
56,98.245167050913,57
57,100.89559146873566,58
58,101.21420036595364,59
59,102.16851609934234,60
60,108.16851609934234,61
61,110.21181726026282,62
62,111.83996140059774,63
63,114.14787897926851,64
64,117.84901244856353,65
65,120.8412301130522,66
66,121.36148862807352,67
67,121.4267421377138,68
68,122.18473822483114,69
69,122.80797989101795,70
70,123.28191431875524,71
71,129.14444090837756,72
72,133.18904262228594,73
73,133.9749969733724,74
74,136.07574155995562,75
75,137.0828852226508,76
76,142.00247654895904,77
77,143.23060094430627,78
78,143.84604445286732,79
79,144.5674070467538,80
80,146.0606250286841,81
81,146.7189538620094,82
82,148.42721801135912,83
83,152.98931308393668,84
84,154.0089670129224,85
85,154.50414884622325,86
86,160.50414884622325,87
87,162.1011990011135,88
88,162.1195371271702,89
89,162.27418128437432,90
90,162.4483414391526,91
91,164.42308823348176,92
92,167.5642858965427,93
93,168.66120231211002,94
94,168.792472996753,95
95,169.7537749366498,96
96,175.7537749366498,97
97,177.26005490735074,98
98,183.26005490735074,99
99,187.20345035621318,100
100,187.22654523163695,101
101,189.77763909298304,102
102,192.0672261359714,103
103,193.7592744066928,104
104,194.2278966670657,105
105,196.32164344389196,106
106,196.51310834628816,107
107,197.65413664345718,108
108,198.86339744118587,109
109,204.86339744118587,110
110,209.0359743439573,111
111,209.80589912661662,112
112,211.03600535347243,113
113,211.48170083570548,114
114,216.30477898465608,115
115,220.39321459375148,116
116,221.10212595739478,117
117,223.1396008114279,118
118,225.01754388406513,119
119,225.48917801889036,120
120,228.22453981864612,121
121,229.80210942290304,122
122,232.7907070736915,123
123,234.30225779684363,124
124,234.30340191628946,125
125,235.0869880825838,126
126,235.12632590952342,127
127,240.41925656735427,128
