,Request Id,prefill_time_execution_plus_preemption_normalized,cdf
73,73,8.302419402178574e-05,0.0078125
74,74,8.302419402178574e-05,0.015625
75,75,8.302419402178574e-05,0.0234375
76,76,8.302419402178574e-05,0.03125
77,77,8.302419402178574e-05,0.0390625
78,78,8.302419402178574e-05,0.046875
79,79,8.302419402178574e-05,0.0546875
83,83,8.302419402178574e-05,0.0625
84,84,8.302419402178574e-05,0.0703125
85,85,8.302419402178574e-05,0.078125
86,86,8.302419402178574e-05,0.0859375
87,87,8.302419402178574e-05,0.09375
88,89,8.302419402178574e-05,0.1015625
89,88,8.302419402178574e-05,0.109375
93,93,8.302419402178574e-05,0.1171875
94,94,8.302419402178574e-05,0.125
96,96,8.302419402178574e-05,0.1328125
97,97,8.302419402178574e-05,0.140625
98,98,8.302419402178574e-05,0.1484375
99,99,8.302419402178574e-05,0.15625
100,100,8.302419402178574e-05,0.1640625
101,101,8.302419402178574e-05,0.171875
102,102,8.302419402178574e-05,0.1796875
103,103,8.302419402178574e-05,0.1875
104,104,8.302419402178574e-05,0.1953125
105,105,8.302419402178574e-05,0.203125
109,109,8.302419402178574e-05,0.2109375
110,110,8.302419402178574e-05,0.21875
111,111,8.302419402178574e-05,0.2265625
112,112,8.302419402178574e-05,0.234375
113,113,8.302419402178574e-05,0.2421875
114,114,8.302419402178574e-05,0.25
115,115,8.302419402178574e-05,0.2578125
116,116,8.302419402178574e-05,0.265625
117,117,8.302419402178574e-05,0.2734375
118,118,8.302419402178574e-05,0.28125
120,120,8.302419402178574e-05,0.2890625
121,121,8.302419402178574e-05,0.296875
122,122,8.302419402178574e-05,0.3046875
123,123,8.302419402178574e-05,0.3125
124,124,8.302419402178574e-05,0.3203125
127,127,8.302419402178574e-05,0.328125
5,5,8.302419402179094e-05,0.3359375
6,6,8.302419402179094e-05,0.34375
7,7,8.302419402179094e-05,0.3515625
8,8,8.302419402179094e-05,0.359375
9,9,8.302419402179094e-05,0.3671875
0,1,8.302419402179202e-05,0.375
1,0,8.302419402179202e-05,0.3828125
2,2,8.302419402179202e-05,0.390625
3,3,8.302419402179202e-05,0.3984375
17,17,8.302419402179267e-05,0.40625
18,18,8.302419402179267e-05,0.4140625
20,20,8.302419402179267e-05,0.421875
21,21,8.302419402179267e-05,0.4296875
22,22,8.302419402179267e-05,0.4375
23,23,8.302419402179267e-05,0.4453125
24,24,8.302419402179267e-05,0.453125
25,25,8.302419402179267e-05,0.4609375
26,26,8.302419402179267e-05,0.46875
27,27,8.302419402179267e-05,0.4765625
29,29,8.302419402179267e-05,0.484375
30,30,8.302419402179267e-05,0.4921875
31,31,8.302419402179267e-05,0.5
32,32,8.302419402179267e-05,0.5078125
33,33,8.302419402179267e-05,0.515625
34,34,8.302419402179267e-05,0.5234375
35,35,8.302419402179267e-05,0.53125
36,36,8.302419402179961e-05,0.5390625
37,37,8.302419402179961e-05,0.546875
38,38,8.302419402179961e-05,0.5546875
39,39,8.302419402179961e-05,0.5625
40,40,8.302419402179961e-05,0.5703125
41,41,8.302419402179961e-05,0.578125
53,53,8.302419402179961e-05,0.5859375
54,54,8.302419402179961e-05,0.59375
55,55,8.302419402179961e-05,0.6015625
56,56,8.302419402179961e-05,0.609375
57,57,8.302419402179961e-05,0.6171875
60,60,8.302419402179961e-05,0.625
61,61,8.302419402179961e-05,0.6328125
62,62,8.302419402179961e-05,0.640625
63,63,8.302419402179961e-05,0.6484375
64,64,8.302419402179961e-05,0.65625
65,65,8.302419402179961e-05,0.6640625
66,67,8.302419402179961e-05,0.671875
67,66,8.302419402179961e-05,0.6796875
71,71,8.302419402179961e-05,0.6875
72,72,8.302419402179961e-05,0.6953125
44,44,9.05148911201567e-05,0.703125
45,45,9.056520362015624e-05,0.7109375
46,46,9.056520362015624e-05,0.71875
69,69,9.056520362015624e-05,0.7265625
70,70,9.056520362015624e-05,0.734375
10,10,9.056520362016405e-05,0.7421875
12,12,9.056520362016492e-05,0.75
90,90,9.056520362017706e-05,0.7578125
81,81,9.058145362016157e-05,0.765625
11,11,9.05814536201659e-05,0.7734375
82,82,9.058214112014906e-05,0.78125
92,92,9.058214112014906e-05,0.7890625
95,95,9.058214112014906e-05,0.796875
106,106,9.058214112014906e-05,0.8046875
108,108,9.058214112014906e-05,0.8125
119,119,9.058214112014906e-05,0.8203125
125,125,9.058214112014906e-05,0.828125
16,16,9.058214112016467e-05,0.8359375
19,19,9.058214112016467e-05,0.84375
28,28,9.058214112016641e-05,0.8515625
42,42,9.058214112016988e-05,0.859375
50,50,9.058214112016988e-05,0.8671875
58,58,9.058214112016988e-05,0.875
68,68,9.058214112016988e-05,0.8828125
52,52,9.058239112015587e-05,0.890625
13,13,9.058239112016454e-05,0.8984375
91,91,9.058239112016975e-05,0.90625
126,126,9.058239112016975e-05,0.9140625
59,59,9.058276612016608e-05,0.921875
43,43,9.058526612015089e-05,0.9296875
15,15,9.058526612016303e-05,0.9375
4,4,9.058526612016433e-05,0.9453125
80,80,9.05852661201717e-05,0.953125
107,107,9.05852661201717e-05,0.9609375
51,51,9.062564768752557e-05,0.96875
14,14,9.06256476875325e-05,0.9765625
47,47,9.08582858480736e-05,0.984375
48,48,9.08620670980742e-05,0.9921875
49,49,9.086344209807695e-05,1.0
